IATA,Name,City,Official Country Name
DXB,Dubai International Airport,Dubai,United Arab Emirates
NHD,Al Minhad Air Base,Dubai,United Arab Emirates
DWC,Al Maktoum International Airport,Jebel Ali,United Arab Emirates
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates
AOM,Adam Airport,Adam,Sultanate of Oman
RMB,Buraimi Airport,Buraimi,Sultanate of Oman
DQM,Duqm International Airport,Duqm,Sultanate of Oman
FAU,Fahud Airport,Fahud,Sultanate of Oman
RNM,Qarn Alam Airport,Ghaba,Sultanate of Oman
KHS,Khasab Air Base,Khasab,Sultanate of Oman
MSH,Masirah Air Base,Masirah,Sultanate of Oman
MCT,Muscat International Airport,Muscat,Sultanate of Oman
OMM,Marmul Airport,Marmul,Sultanate of Oman
MNH,Rustaq Airport,Al Muladdah,Sultanate of Oman
SLL,Salalah Airport,Salalah,Sultanate of Oman
OHS,Sohar Airport,Sohar,Sultanate of Oman
SUH,Sur Airport,Sur,Sultanate of Oman
TTH,Thumrait Air Base,Thumrait,Sultanate of Oman
AAW,Abbottabad Airport,Abbottabad,Islamic Republic of Pakistan
BHW,Bhagatanwala Airport,Bhagatanwala,Islamic Republic of Pakistan
BNP,Bannu Airport,Bannu,Islamic Republic of Pakistan
WGB,Bahawalnagar Airport,Bahawalnagar,Islamic Republic of Pakistan
BHV,Bahawalpur Airport,Bahawalpur,Islamic Republic of Pakistan
CJL,Chitral Airport,Chitral,Islamic Republic of Pakistan
CHB,Chilas Airport,Chilas,Islamic Republic of Pakistan
DBA,Dalbandin Airport,Dalbandin,Islamic Republic of Pakistan
DDU,Dadu Airport,Dadu,Islamic Republic of Pakistan
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Islamic Republic of Pakistan
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,Islamic Republic of Pakistan
LYP,Faisalabad International Airport,Faisalabad,Islamic Republic of Pakistan
GWD,Gwadar International Airport,Gwadar,Islamic Republic of Pakistan
GIL,Gilgit Airport,Gilgit,Islamic Republic of Pakistan
ISB,Islamabad International Airport,Islamabad,Islamic Republic of Pakistan
JAG,Shahbaz Air Base,Jacobabad,Islamic Republic of Pakistan
JIW,Jiwani Airport,Jiwani,Islamic Republic of Pakistan
KHI,Jinnah International Airport,Karachi,Islamic Republic of Pakistan
HDD,Hyderabad Airport,Hyderabad,Islamic Republic of Pakistan
KDD,Khuzdar Airport,Khuzdar,Islamic Republic of Pakistan
OHT,Kohat Airport,Kohat,Islamic Republic of Pakistan
KCF,Kadanwari Airport,Kadanwari,Islamic Republic of Pakistan
LHE,Alama Iqbal International Airport,Lahore,Islamic Republic of Pakistan
LRG,Loralai Airport,Loralai,Islamic Republic of Pakistan
XJM,Mangla Airport,Mangla,Islamic Republic of Pakistan
MFG,Muzaffarabad Airport,Muzaffarabad,Islamic Republic of Pakistan
MWD,Mianwali Air Base,Mianwali,Islamic Republic of Pakistan
MJD,Moenjodaro Airport,Moenjodaro,Islamic Republic of Pakistan
MPD,Sindhri Tharparkar Airport,Sindhri,Islamic Republic of Pakistan
MUX,Multan International Airport,Multan,Islamic Republic of Pakistan
WNS,Nawabshah Airport,Nawabash,Islamic Republic of Pakistan
NHS,Nushki Airport,Nushki,Islamic Republic of Pakistan
ORW,Ormara Airport,Ormara Raik,Islamic Republic of Pakistan
PAJ,Parachinar Airport,Parachinar,Islamic Republic of Pakistan
PJG,Panjgur Airport,Panjgur,Islamic Republic of Pakistan
PSI,Pasni Airport,Pasni,Islamic Republic of Pakistan
PEW,Peshawar International Airport,Peshawar,Islamic Republic of Pakistan
UET,Quetta International Airport,Quetta,Islamic Republic of Pakistan
RYK,Shaikh Zaid Airport,Rahim Yar Khan,Islamic Republic of Pakistan
RAZ,Rawalakot Airport,Rawalakot,Islamic Republic of Pakistan
SBQ,Sibi Airport,Sibi,Islamic Republic of Pakistan
KDU,Skardu Airport,Skardu,Islamic Republic of Pakistan
SKZ,Sukkur Airport,Mirpur Khas,Islamic Republic of Pakistan
SYW,Sehwan Sharif Airport,Sehwan Sharif,Islamic Republic of Pakistan
SGI,Mushaf Air Base,Sargodha,Islamic Republic of Pakistan
SDT,Saidu Sharif Airport,Saidu Sharif,Islamic Republic of Pakistan
SKT,Sialkot Airport,Sialkot,Islamic Republic of Pakistan
SUL,Sui Airport,Sui,Islamic Republic of Pakistan
SWN,Sahiwal Airport,Sahiwal,Islamic Republic of Pakistan
TLB,Tarbela Dam Airport,Tarbela,Islamic Republic of Pakistan
BDN,Talhar Airport,Badin,Islamic Republic of Pakistan
TFT,Taftan Airport,Taftan,Islamic Republic of Pakistan
TUK,Turbat International Airport,Turbat,Islamic Republic of Pakistan
WAF,Wana Airport,Waana,Islamic Republic of Pakistan
PZH,Zhob Airport,Fort Sandeman,Islamic Republic of Pakistan
IQA,Al Asad Air Base,Hit,Republic of Iraq
TQD,Al Taqaddum Air Base,Al Habbaniyah,Republic of Iraq
BMN,Bamarni Airport,Bamarni,Republic of Iraq
BGW,Baghdad International Airport,Baghdad,Republic of Iraq
OSB,Mosul International Airport,Mosul,Republic of Iraq
EBL,Erbil International Airport,Arbil,Republic of Iraq
KIK,Kirkuk Air Base,Kirkuk,Republic of Iraq
BSR,Basrah International Airport,Basrah,Republic of Iraq
NJF,Al Najaf International Airport,Najaf,Republic of Iraq
RQW,Qayyarah West Airport,Qayyarah,Republic of Iraq
ISU,Sulaymaniyah International Airport,Sulaymaniyah,Republic of Iraq
ALP,Aleppo International Airport,Aleppo,Syrian Arab Republic
DAM,Damascus International Airport,Damascus,Syrian Arab Republic
DEZ,Deir ez-Zor Airport,Deir ez-Zor,Syrian Arab Republic
KAC,Kamishly Airport,Kamishly,Syrian Arab Republic
LTK,Bassel Al-Assad International Airport,Latakia,Syrian Arab Republic
DIA,Doha International Airport,Doha,State of Qatar
IUD,Al Udeid Air Base,Ar Rayyan,State of Qatar
DOH,Hamad International Airport,Doha,State of Qatar
ADE,Aden International Airport,Aden,Republic of Yemen
EAB,Abs Airport,Abs,Republic of Yemen
BYD,Al-Bayda Airport,Al-Bayda,Republic of Yemen
HOD,Hodeidah International Airport,Hodeida,Republic of Yemen
MYN,Mareb Airport,Mareb,Republic of Yemen
RIY,Mukalla International Airport,Riyan,Republic of Yemen
SAH,Sana'a International Airport,Sana'a,Republic of Yemen
SCT,Socotra International Airport,Socotra Islands,Republic of Yemen
GXF,Sayun International Airport,Sayun,Republic of Yemen
TAI,Ta'izz International Airport,Ta'izz,Republic of Yemen
AKB,Atka Airport,Atka,United States of America
PML,Port Moller Airport,Cold Bay,United States of America
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,United States of America
ATU,Casco Cove Cgs Airport,Attu,United States of America
BTI,Barter Island Airport,Barter Island,United States of America
BET,Bethel Airport,Bethel,United States of America
BVU,Beluga Airport,Beluga,United States of America
BIG,Allen Army Air Field,Delta Junction Ft Greely,United States of America
BKC,Buckland Airport,Buckland,United States of America
BMX,Big Mountain Airport,Big Mountain,United States of America
BRW,Wiley Post-Will Rogers Memorial Airport,Utqiagvik,United States of America
BTT,Bettles Airport,Bettles,United States of America
CDB,Cold Bay Airport,Cold Bay,United States of America
CEM,Central Airport,Central,United States of America
CHU,Chuathbaluk Airport,Chuathbaluk,United States of America
CIK,Chalkyitsik Airport,Chalkyitsik,United States of America
CKD,Crooked Creek Airport,Crooked Creek,United States of America
CYF,Chefornak Airport,Chefornak,United States of America
SCM,Scammon Bay Airport,Scammon Bay,United States of America
IRC,Circle City Airport,Circle,United States of America
WSF,Cape Sarichef Airport,Cape Sarichef,United States of America
CDV,Merle K (Mudhole) Smith Airport,Cordova,United States of America
CXF,Coldfoot Airport,Coldfoot,United States of America
CZF,Cape Romanzof Lrrs Airport,Cape Romanzof,United States of America
DRG,Deering Airport,Deering,United States of America
RDB,Red Dog Airport,Red Dog,United States of America
ADK,Adak Airport,Adak Island,United States of America
DLG,Dillingham Airport,Dillingham,United States of America
MLL,Marshall Don Hunter Sr Airport,Marshall,United States of America
ADQ,Kodiak Airport,Kodiak,United States of America
DUT,Unalaska Airport,Unalaska,United States of America
KKH,Kongiganak Airport,Kongiganak,United States of America
EDF,Elmendorf Afb Airport,Anchorage,United States of America
EEK,Eek Airport,Eek,United States of America
EAA,Eagle Airport,Eagle,United States of America
EHM,Cape Newenham Lrrs Airport,Cape Newenham,United States of America
EIL,Eielson Afb Airport,Fairbanks,United States of America
EMK,Emmonak Airport,Emmonak,United States of America
ENA,Kenai Municipal Airport,Kenai,United States of America
WWT,Mertarvik Airport,Mertarvik,United States of America
FAI,Fairbanks International Airport,Fairbanks,United States of America
FBK,Ladd Army Air Field,Fairbanks/Ft Wainwright,United States of America
ABL,Ambler Airport,Ambler,United States of America
FRN,Bryant Army Air Field,Fort Richardson (Anchorage),United States of America
NIB,Nikolai Airport,Nikolai,United States of America
GAL,Edward G Pitka Sr Airport,Galena,United States of America
GBH,Galbraith Lake Airport,Galbraith Lake,United States of America
KWK,Kwigillingok Airport,Kwigillingok,United States of America
SHG,Shungnak Airport,Shungnak,United States of America
GKN,Gulkana Airport,Gulkana,United States of America
GLV,Golovin Airport,Golovin,United States of America
GAM,Gambell Airport,Gambell,United States of America
AGN,Angoon Seaplane Base,Angoon,United States of America
BGQ,Big Lake Airport,Big Lake,United States of America
GST,Gustavus Airport,Gustavus,United States of America
NME,Nightmute Airport,Nightmute,United States of America
KGX,Grayling Airport,Grayling,United States of America
SGY,Skagway Airport,Skagway,United States of America
GMT,Granite Mountain Air Station,Granite Mountain,United States of America
HCR,Holy Cross Airport,Holy Cross,United States of America
HSL,Huslia Airport,Huslia,United States of America
HNS,Haines Airport,Haines,United States of America
HOM,Homer Airport,Homer,United States of America
HPB,Hooper Bay Airport,Hooper Bay,United States of America
HUS,Hughes Airport,Hughes,United States of America
SHX,Shageluk Airport,Shageluk,United States of America
IGG,Igiugig Airport,Igiugig,United States of America
EGX,Egegik Airport,Egegik,United States of America
IAN,Bob Baker Memorial Airport,Kiana,United States of America
ILI,Iliamna Airport,Iliamna,United States of America
UTO,Indian Mountain Lrrs Airport,Utopia Creek,United States of America
MCL,Mc Kinley Ntl Park Airport,Mckinley Park,United States of America
WAA,Wales Airport,Wales,United States of America
KCG,Chignik Airport,Chignik,United States of America
JNU,Juneau International Airport,Juneau,United States of America
KGK,Koliganek Airport,Koliganek,United States of America
TEK,Tatitlek Airport,Tatitlek,United States of America
KDK,Kodiak Municipal Airport,Kodiak,United States of America
KFP,False Pass Airport,False Pass,United States of America
AKK,Akhiok Airport,Akhiok,United States of America
KPN,Kipnuk Airport,Kipnuk,United States of America
KKA,Koyuk Alfred Adams Airport,Koyuk,United States of America
LKK,Kulik Lake Airport,Kulik Lake,United States of America
AKN,King Salmon Airport,King Salmon,United States of America
IKO,Nikolski Air Station,Nikolski,United States of America
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States of America
KTN,Ketchikan International Airport,Ketchikan,United States of America
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States of America
KAL,Kaltag Airport,Kaltag,United States of America
KLW,Klawock Airport,Klawock,United States of America
KYK,Karluk Airport,Karluk,United States of America
KLN,Larsen Bay Airport,Larsen Bay,United States of America
KLG,Kalskag Airport,Kalskag,United States of America
WCR,Chandalar Lake Airport,Chandalar Lake,United States of America
TLT,Tuluksak Airport,Tuluksak,United States of America
LUR,Cape Lisburne Lrrs Airport,Cape Lisburne,United States of America
KMO,Manokotak Airport,Manokotak,United States of America
MCG,Mc Grath Airport,Mc Grath,United States of America
MDO,Middleton Island Airport,Middleton Island,United States of America
LMA,Minchumina Airport,Minchumina,United States of America
SMK,St Michael Airport,St Michael,United States of America
MLY,Manley Hot Springs Airport,Manley Hot Springs,United States of America
MOU,Mountain Village Airport,Mountain Village,United States of America
MRI,Merrill Field,Anchorage,United States of America
MXY,Mccarthy Airport,Mccarthy,United States of America
MYU,Mekoryuk Airport,Mekoryuk,United States of America
WNA,Napakiak Airport,Napakiak,United States of America
ANC,Ted Stevens Anchorage International Airport,Anchorage,United States of America
ANI,Aniak Airport,Aniak,United States of America
ENN,Nenana Municipal Airport,Nenana,United States of America
NNL,Nondalton Airport,Nondalton,United States of America
ANN,Annette Island Airport,Annette,United States of America
NUL,Nulato Airport,Nulato,United States of America
ANV,Anvik Airport,Anvik,United States of America
KNW,New Stuyahok Airport,New Stuyahok,United States of America
OBU,Kobuk Airport,Kobuk,United States of America
PCA,Portage Creek Airport,Portage Creek,United States of America
HNH,Hoonah Airport,Hoonah,United States of America
OME,Nome Airport,Nome,United States of America
OOK,Toksook Bay Airport,Toksook Bay,United States of America
ORT,Northway Airport,Northway,United States of America
OTZ,Ralph Wien Memorial Airport,Kotzebue,United States of America
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States of America
STG,St George Airport,St George,United States of America
KPC,Port Clarence Cgs Airport,Port Clarence,United States of America
KPV,Perryville Airport,Perryville,United States of America
PSG,Petersburg James A Johnson Airport,Petersburg,United States of America
PTH,Port Heiden Airport,Port Heiden,United States of America
PKA,Napaskiak Airport,Napaskiak,United States of America
PTU,Platinum Airport,Platinum,United States of America
PIP,Pilot Point Airport,Pilot Point,United States of America
PHO,Point Hope Airport,Point Hope,United States of America
PPC,Prospect Creek Airport,Prospect Creek,United States of America
KWN,Quinhagak Airport,Quinhagak,United States of America
NUI,Nuiqsut Airport,Nuiqsut,United States of America
ARC,Arctic Village Airport,Arctic Village,United States of America
RSH,Russian Mission Airport,Russian Mission,United States of America
RBY,Ruby Airport,Ruby,United States of America
SVA,Savoonga Airport,Savoonga,United States of America
SCC,Deadhorse Airport,Deadhorse,United States of America
SDP,Sand Point Airport,Sand Point,United States of America
SHH,Shishmaref Airport,Shishmaref,United States of America
SIT,Sitka Rocky Gutierrez Airport,Sitka,United States of America
WLK,Selawik Airport,Selawik,United States of America
SLQ,Sleetmute Airport,Sleetmute,United States of America
KSM,St Mary's Airport,St Mary'S,United States of America
SNP,St Paul Island Airport,St Paul Island,United States of America
SOV,Seldovia Airport,Seldovia,United States of America
SMU,Sheep Mountain Airport,Sheep Mountain,United States of America
UMM,Summit Airport,Summit,United States of America
SVW,Sparrevohn Lrrs Airport,Sparrevohn,United States of America
SKW,Skwentna Airport,Skwentna,United States of America
SXQ,Soldotna Airport,Soldotna,United States of America
SYA,Eareckson Air Station,Shemya,United States of America
TAL,Ralph M Calhoun Memorial Airport,Tanana,United States of America
TNC,Tin City Lrrs Airport,Tin City,United States of America
TLA,Teller Airport,Teller,United States of America
TOG,Togiak Airport,Togiak Village,United States of America
TKA,Talkeetna Airport,Talkeetna,United States of America
TLJ,Tatalina Lrrs Airport,Takotna,United States of America
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States of America
AUK,Alakanuk Airport,Alakanuk,United States of America
UMT,Umiat Airport,Umiat,United States of America
UNK,Unalakleet Airport,Unalakleet,United States of America
WOW,Willow Airport,Willow,United States of America
KQA,Akutan Airport,Akutan,United States of America
VAK,Chevak Airport,Chevak,United States of America
KVC,King Cove Airport,King Cove,United States of America
VDZ,Valdez Pioneer Field,Valdez,United States of America
VEE,Venetie Airport,Venetie,United States of America
KVL,Kivalina Airport,Kivalina,United States of America
WBQ,Beaver Airport,Beaver,United States of America
SWD,Seward Airport,Seward,United States of America
WRG,Wrangell Airport,Wrangell,United States of America
AIN,Wainwright Airport,Wainwright,United States of America
WMO,White Mountain Airport,White Mountain,United States of America
WTK,Noatak Airport,Noatak,United States of America
WWA,Wasilla Airport,Wasilla,United States of America
YAK,Yakutat Airport,Yakutat,United States of America
CIS,Canton Airport,Abariringa,Republic of Kiribati
AKI,Akiak Airport,Akiak,United States of America
AET,Allakaket Airport,Allakaket,United States of America
NCN,Chenega Bay Airport,Chenega,United States of America
CLP,Clarks Point Airport,Clarks Point,United States of America
ELI,Elim Airport,Elim,United States of America
KUK,Kasigluk Airport,Kasigluk,United States of America
KNK,Kokhanok Airport,Kokhanok,United States of America
KOT,Kotlik Airport,Kotlik,United States of America
KTS,Brevig Mission Airport,Brevig Mission,United States of America
KYU,Koyukuk Airport,Koyukuk,United States of America
KWT,Kwethluk Airport,Kwethluk,United States of America
RMP,Rampart Airport,Rampart,United States of America
ORV,Robert/Bob/Curtis Memorial Airport,Noorvik,United States of America
SKK,Shaktoolik Airport,Shaktoolik,United States of America
SVS,Stevens Village Airport,Stevens Village,United States of America
TKJ,Tok Junction Airport,Tok,United States of America
WSN,South Naknek Nr 2 Airport,South Naknek,United States of America
FYU,Fort Yukon Airport,Fort Yukon,United States of America
KKI,Akiachak Airport,Akiachak,United States of America
ROP,Benjamin Taisacan Manglona International Airport,Rota Island,Commonwealth of the Northern Mariana Islands
SPN,Francisco C Ada/Saipan International Airport,Saipan Island,Commonwealth of the Northern Mariana Islands
UAM,Andersen Afb Airport,Yigo,Guam
GUM,Guam International Airport,Guam,Guam
TIQ,Francisco Manglona Borja/Tinian International Airport,Tinian Island,Commonwealth of the Northern Mariana Islands
BKH,Barking Sands Pmrf Airport,"Kekaha,Kauai",United States of America
HDH,Kawaihapai Airfield,Mokuleia,United States of America
HHI,Wheeler Army Air Field,Wahiawa,United States of America
